Course System No.,Section,Selected Student No.,The No. of applicants,Limited class size
10.297, ,20160082,72,30
10.297, ,20160310,72,30
10.297, ,20160489,72,30
10.297, ,20160528,72,30
10.297, ,20170138,72,30
10.297, ,20170183,72,30
10.297, ,20170245,72,30
10.297, ,20170555,72,30
10.297, ,20180471,72,30
10.297, ,20180533,72,30
10.297, ,20180560,72,30
10.297, ,20190356,72,30
10.297, ,20200066,72,30
10.297, ,20200085,72,30
10.297, ,20200115,72,30
10.297, ,20200251,72,30
10.297, ,20200442,72,30
10.297, ,20200495,72,30
10.297, ,20200520,72,30
10.297, ,20200556,72,30
10.297, ,20200618,72,30
10.297, ,20200719,72,30
10.297, ,20200746,72,30
10.297, ,20210195,72,30
10.297, ,20210267,72,30
10.297, ,20210456,72,30
10.297, ,20210645,72,30
10.297, ,20210656,72,30
10.298, ,20150566,112,30
10.298, ,20160207,112,30
10.298, ,20170288,112,30
10.298, ,20170350,112,30
10.298, ,20170385,112,30
10.298, ,20170555,112,30
10.298, ,20170684,112,30
10.298, ,20180315,112,30
10.298, ,20180430,112,30
10.298, ,20180760,112,30
10.298, ,20190189,112,30
10.298, ,20190273,112,30
10.298, ,20190481,112,30
10.298, ,20200362,112,30
10.298, ,20200406,112,30
10.298, ,20200409,112,30
10.298, ,20200457,112,30
10.298, ,20200661,112,30
10.298, ,20200676,112,30
10.298, ,20200702,112,30
10.298, ,20210042,112,30
10.298, ,20210043,112,30
10.298, ,20210119,112,30
10.298, ,20210123,112,30
10.298, ,20210152,112,30
10.298, ,20210247,112,30
10.298, ,20210477,112,30
10.298, ,20210688,112,30
10.298, ,20210741,112,30
10.298, ,20216108,112,30
10.321,B,20150602,35,30
10.321,B,20160024,35,30
10.321,B,20160225,35,30
10.321,B,20160489,35,30
10.321,B,20170094,35,30
10.321,B,20170259,35,30
10.321,B,20170350,35,30
10.321,B,20170584,35,30
10.321,B,20180020,35,30
10.321,B,20180517,35,30
10.321,B,20180662,35,30
10.321,B,20180923,35,30
10.321,B,20190055,35,30
10.321,B,20190121,35,30
10.321,B,20190338,35,30
10.321,B,20190404,35,30
10.321,B,20190458,35,30
10.321,B,20190504,35,30
10.321,B,20190520,35,30
10.321,B,20190640,35,30
10.321,B,20190680,35,30
10.321,B,20190728,35,30
10.321,B,20200036,35,30
10.321,B,20200126,35,30
10.321,B,20200216,35,30
10.321,B,20200230,35,30
10.321,B,20200281,35,30
10.321,B,20200462,35,30
10.321,B,20200510,35,30
10.321,B,20200717,35,30
10.321,C,20150367,37,30
10.321,C,20160606,37,30
10.321,C,20170255,37,30
10.321,C,20170504,37,30
10.321,C,20170524,37,30
10.321,C,20180096,37,30
10.321,C,20180131,37,30
10.321,C,20180586,37,30
10.321,C,20190166,37,30
10.321,C,20190412,37,30
10.321,C,20190748,37,30
10.321,C,20190867,37,30
10.321,C,20200020,37,30
10.321,C,20200030,37,30
10.321,C,20200072,37,30
10.321,C,20200229,37,30
10.321,C,20200496,37,30
10.321,C,20200534,37,30
10.321,C,20200593,37,30
10.321,C,20200819,37,30
10.321,C,20200824,37,30
10.321,C,20200850,37,30
10.321,C,20200857,37,30
10.321,C,20200866,37,30
10.321,C,20210258,37,30
10.321,C,20210404,37,30
10.321,C,20210415,37,30
10.321,C,20210554,37,30
10.321,C,20210717,37,30
10.321,C,20210726,37,30
10.321,D,20150283,43,30
10.321,D,20150734,43,30
10.321,D,20170700,43,30
10.321,D,20170881,43,30
10.321,D,20170904,43,30
10.321,D,20180121,43,30
10.321,D,20180129,43,30
10.321,D,20180692,43,30
10.321,D,20180934,43,30
10.321,D,20190057,43,30
10.321,D,20190099,43,30
10.321,D,20190106,43,30
10.321,D,20190158,43,30
10.321,D,20190334,43,30
10.321,D,20190385,43,30
10.321,D,20190393,43,30
10.321,D,20190428,43,30
10.321,D,20190547,43,30
10.321,D,20190801,43,30
10.321,D,20200051,43,30
10.321,D,20200056,43,30
10.321,D,20200460,43,30
10.321,D,20200538,43,30
10.321,D,20200564,43,30
10.321,D,20200567,43,30
10.321,D,20200610,43,30
10.321,D,20200697,43,30
10.321,D,20200754,43,30
10.321,D,20210212,43,30
10.321,D,20210585,43,30
10.321,F,20160704,139,40
10.321,F,20160827,139,40
10.321,F,20160830,139,40
10.321,F,20170104,139,40
10.321,F,20170170,139,40
10.321,F,20170320,139,40
10.321,F,20170556,139,40
10.321,F,20170620,139,40
10.321,F,20170684,139,40
10.321,F,20170745,139,40
10.321,F,20180063,139,40
10.321,F,20180264,139,40
10.321,F,20180349,139,40
10.321,F,20180575,139,40
10.321,F,20180699,139,40
10.321,F,20180702,139,40
10.321,F,20180830,139,40
10.321,F,20180903,139,40
10.321,F,20190056,139,40
10.321,F,20190271,139,40
10.321,F,20190354,139,40
10.321,F,20190413,139,40
10.321,F,20190523,139,40
10.321,F,20190560,139,40
10.321,F,20190570,139,40
10.321,F,20200107,139,40
10.321,F,20200136,139,40
10.321,F,20200439,139,40
10.321,F,20200443,139,40
10.321,F,20200585,139,40
10.321,F,20200618,139,40
10.321,F,20200628,139,40
10.321,F,20200650,139,40
10.321,F,20200705,139,40
10.321,F,20200808,139,40
10.321,F,20200865,139,40
10.321,F,20210453,139,40
10.321,F,20210597,139,40
10.321,F,20210665,139,40
10.321,F,20210732,139,40
10.322, ,20120633,160,40
10.322, ,20140091,160,40
10.322, ,20140515,160,40
10.322, ,20150348,160,40
10.322, ,20150903,160,40
10.322, ,20160159,160,40
10.322, ,20160289,160,40
10.322, ,20170047,160,40
10.322, ,20170149,160,40
10.322, ,20170240,160,40
10.322, ,20170741,160,40
10.322, ,20180013,160,40
10.322, ,20180091,160,40
10.322, ,20180105,160,40
10.322, ,20180385,160,40
10.322, ,20180613,160,40
10.322, ,20190132,160,40
10.322, ,20190193,160,40
10.322, ,20190496,160,40
10.322, ,20190522,160,40
10.322, ,20190533,160,40
10.322, ,20190653,160,40
10.322, ,20190853,160,40
10.322, ,20200009,160,40
10.322, ,20200100,160,40
10.322, ,20200114,160,40
10.322, ,20200152,160,40
10.322, ,20200223,160,40
10.322, ,20200317,160,40
10.322, ,20200474,160,40
10.322, ,20200534,160,40
10.322, ,20200559,160,40
10.322, ,20200610,160,40
10.322, ,20200680,160,40
10.322, ,20210056,160,40
10.322, ,20210150,160,40
10.322, ,20210366,160,40
10.322, ,20210367,160,40
10.322, ,20210615,160,40
10.322, ,20210704,160,40
10.323, ,20140040,93,30
10.323, ,20170214,93,30
10.323, ,20170275,93,30
10.323, ,20170745,93,30
10.323, ,20170794,93,30
10.323, ,20180626,93,30
10.323, ,20180886,93,30
10.323, ,20190120,93,30
10.323, ,20190243,93,30
10.323, ,20190345,93,30
10.323, ,20190480,93,30
10.323, ,20190523,93,30
10.323, ,20190591,93,30
10.323, ,20190693,93,30
10.323, ,20200030,93,30
10.323, ,20200040,93,30
10.323, ,20200121,93,30
10.323, ,20200363,93,30
10.323, ,20200529,93,30
10.323, ,20200544,93,30
10.323, ,20200624,93,30
10.323, ,20200821,93,30
10.323, ,20210037,93,30
10.323, ,20210135,93,30
10.323, ,20210142,93,30
10.323, ,20210184,93,30
10.323, ,20210255,93,30
10.323, ,20210265,93,30
10.323, ,20210577,93,30
10.323, ,20210699,93,30
10.332,B,20150581,96,30
10.332,B,20160009,96,30
10.332,B,20160190,96,30
10.332,B,20160497,96,30
10.332,B,20170007,96,30
10.332,B,20170025,96,30
10.332,B,20170775,96,30
10.332,B,20180130,96,30
10.332,B,20180228,96,30
10.332,B,20180327,96,30
10.332,B,20180639,96,30
10.332,B,20190341,96,30
10.332,B,20190457,96,30
10.332,B,20190543,96,30
10.332,B,20190578,96,30
10.332,B,20200080,96,30
10.332,B,20200093,96,30
10.332,B,20200110,96,30
10.332,B,20200114,96,30
10.332,B,20200208,96,30
10.332,B,20200345,96,30
10.332,B,20200576,96,30
10.332,B,20200652,96,30
10.332,B,20210047,96,30
10.332,B,20210125,96,30
10.332,B,20210270,96,30
10.332,B,20210314,96,30
10.332,B,20210379,96,30
10.332,B,20210618,96,30
10.332,B,20210619,96,30
10.333,A,20140023,64,30
10.333,A,20140274,64,30
10.333,A,20170192,64,30
10.333,A,20170214,64,30
10.333,A,20170275,64,30
10.333,A,20170646,64,30
10.333,A,20180144,64,30
10.333,A,20180248,64,30
10.333,A,20180287,64,30
10.333,A,20180349,64,30
10.333,A,20180474,64,30
10.333,A,20180517,64,30
10.333,A,20180589,64,30
10.333,A,20180822,64,30
10.333,A,20180827,64,30
10.333,A,20180868,64,30
10.333,A,20190078,64,30
10.333,A,20190343,64,30
10.333,A,20190372,64,30
10.333,A,20190381,64,30
10.333,A,20190393,64,30
10.333,A,20190803,64,30
10.333,A,20190884,64,30
10.333,A,20200218,64,30
10.333,A,20200435,64,30
10.333,A,20200556,64,30
10.333,A,20200660,64,30
10.333,A,20200708,64,30
10.333,A,20200818,64,30
10.333,A,20210142,64,30
10.369, ,20150143,81,30
10.369, ,20160002,81,30
10.369, ,20160274,81,30
10.369, ,20160497,81,30
10.369, ,20160674,81,30
10.369, ,20170828,81,30
10.369, ,20170832,81,30
10.369, ,20180020,81,30
10.369, ,20180392,81,30
10.369, ,20180501,81,30
10.369, ,20190109,81,30
10.369, ,20190162,81,30
10.369, ,20190198,81,30
10.369, ,20190321,81,30
10.369, ,20190494,81,30
10.369, ,20190508,81,30
10.369, ,20190529,81,30
10.369, ,20200009,81,30
10.369, ,20200116,81,30
10.369, ,20200170,81,30
10.369, ,20200336,81,30
10.369, ,20200400,81,30
10.369, ,20200621,81,30
10.369, ,20200747,81,30
10.369, ,20200781,81,30
10.369, ,20200794,81,30
10.369, ,20210250,81,30
10.369, ,20210277,81,30
10.369, ,20210325,81,30
10.369, ,20210540,81,30
10.586,A,20204801,17,15
10.586,A,20204864,17,15
10.586,A,20204884,17,15
10.586,A,20205640,17,15
10.586,A,20214205,17,15
10.586,A,20214239,17,15
10.586,A,20214815,17,15
10.586,A,20214834,17,15
10.586,A,20214853,17,15
10.586,A,20214855,17,15
10.586,A,20215657,17,15
10.586,A,20218161,17,15
10.586,A,20218166,17,15
10.586,A,20218251,17,15
10.586,A,20218261,17,15
10.587, ,20195381,16,15
10.587, ,20204844,16,15
10.587, ,20204873,16,15
10.587, ,20205440,16,15
10.587, ,20205641,16,15
10.587, ,20214175,16,15
10.587, ,20214186,16,15
10.587, ,20214206,16,15
10.587, ,20214221,16,15
10.587, ,20214797,16,15
10.587, ,20215425,16,15
10.587, ,20215431,16,15
10.587, ,20215643,16,15
10.587, ,20217104,16,15
10.587, ,20217105,16,15
10.589,A,20204785,11,3
10.589,A,20205638,11,3
10.589,A,20214192,11,3
10.589,C,20205637,4,3
10.589,C,20214851,4,3
10.589,C,20215408,4,3
11.01,A,20177025,412,270
11.01,A,20177063,412,270
11.01,A,20185316,412,270
11.01,A,20188199,412,270
11.01,A,20198196,412,270
11.01,A,20198204,412,270
11.01,A,20203002,412,270
11.01,A,20203043,412,270
11.01,A,20203113,412,270
11.01,A,20203143,412,270
11.01,A,20203239,412,270
11.01,A,20203283,412,270
11.01,A,20203304,412,270
11.01,A,20203428,412,270
11.01,A,20203532,412,270
11.01,A,20203596,412,270
11.01,A,20203628,412,270
11.01,A,20203631,412,270
11.01,A,20204280,412,270
11.01,A,20204313,412,270
11.01,A,20204317,412,270
11.01,A,20204331,412,270
11.01,A,20204399,412,270
11.01,A,20204457,412,270
11.01,A,20204462,412,270
11.01,A,20204500,412,270
11.01,A,20204530,412,270
11.01,A,20204531,412,270
11.01,A,20204553,412,270
11.01,A,20204574,412,270
11.01,A,20204592,412,270
11.01,A,20204594,412,270
11.01,A,20204599,412,270
11.01,A,20204608,412,270
11.01,A,20205466,412,270
11.01,A,20205497,412,270
11.01,A,20208028,412,270
11.01,A,20208066,412,270
11.01,A,20208081,412,270
11.01,A,20208226,412,270
11.01,A,20213002,412,270
11.01,A,20213013,412,270
11.01,A,20213016,412,270
11.01,A,20213017,412,270
11.01,A,20213023,412,270
11.01,A,20213045,412,270
11.01,A,20213049,412,270
11.01,A,20213058,412,270
11.01,A,20213061,412,270
11.01,A,20213062,412,270
11.01,A,20213073,412,270
11.01,A,20213074,412,270
11.01,A,20213090,412,270
11.01,A,20213094,412,270
11.01,A,20213100,412,270
11.01,A,20213115,412,270
11.01,A,20213117,412,270
11.01,A,20213120,412,270
11.01,A,20213123,412,270
11.01,A,20213141,412,270
11.01,A,20213155,412,270
11.01,A,20213176,412,270
11.01,A,20213181,412,270
11.01,A,20213186,412,270
11.01,A,20213196,412,270
11.01,A,20213211,412,270
11.01,A,20213213,412,270
11.01,A,20213223,412,270
11.01,A,20213244,412,270
11.01,A,20213248,412,270
11.01,A,20213250,412,270
11.01,A,20213272,412,270
11.01,A,20213298,412,270
11.01,A,20213300,412,270
11.01,A,20213308,412,270
11.01,A,20213312,412,270
11.01,A,20213324,412,270
11.01,A,20213326,412,270
11.01,A,20213327,412,270
11.01,A,20213345,412,270
11.01,A,20213347,412,270
11.01,A,20213348,412,270
11.01,A,20213351,412,270
11.01,A,20213354,412,270
11.01,A,20213366,412,270
11.01,A,20213390,412,270
11.01,A,20213398,412,270
11.01,A,20213402,412,270
11.01,A,20213408,412,270
11.01,A,20213414,412,270
11.01,A,20213417,412,270
11.01,A,20213441,412,270
11.01,A,20213460,412,270
11.01,A,20213488,412,270
11.01,A,20213495,412,270
11.01,A,20213510,412,270
11.01,A,20213513,412,270
11.01,A,20213515,412,270
11.01,A,20213525,412,270
11.01,A,20213533,412,270
11.01,A,20213537,412,270
11.01,A,20213539,412,270
11.01,A,20213542,412,270
11.01,A,20213552,412,270
11.01,A,20213557,412,270
11.01,A,20213572,412,270
11.01,A,20213579,412,270
11.01,A,20213585,412,270
11.01,A,20213592,412,270
11.01,A,20213598,412,270
11.01,A,20213602,412,270
11.01,A,20213608,412,270
11.01,A,20213620,412,270
11.01,A,20213628,412,270
11.01,A,20213633,412,270
11.01,A,20213644,412,270
11.01,A,20213661,412,270
11.01,A,20213668,412,270
11.01,A,20213694,412,270
11.01,A,20213696,412,270
11.01,A,20213700,412,270
11.01,A,20213706,412,270
11.01,A,20213781,412,270
11.01,A,20214253,412,270
11.01,A,20214256,412,270
11.01,A,20214262,412,270
11.01,A,20214269,412,270
11.01,A,20214270,412,270
11.01,A,20214271,412,270
11.01,A,20214272,412,270
11.01,A,20214280,412,270
11.01,A,20214282,412,270
11.01,A,20214283,412,270
11.01,A,20214284,412,270
11.01,A,20214286,412,270
11.01,A,20214287,412,270
11.01,A,20214291,412,270
11.01,A,20214305,412,270
11.01,A,20214308,412,270
11.01,A,20214312,412,270
11.01,A,20214322,412,270
11.01,A,20214324,412,270
11.01,A,20214332,412,270
11.01,A,20214335,412,270
11.01,A,20214341,412,270
11.01,A,20214346,412,270
11.01,A,20214347,412,270
11.01,A,20214356,412,270
11.01,A,20214357,412,270
11.01,A,20214359,412,270
11.01,A,20214360,412,270
11.01,A,20214364,412,270
11.01,A,20214366,412,270
11.01,A,20214367,412,270
11.01,A,20214386,412,270
11.01,A,20214387,412,270
11.01,A,20214393,412,270
11.01,A,20214396,412,270
11.01,A,20214398,412,270
11.01,A,20214404,412,270
11.01,A,20214413,412,270
11.01,A,20214414,412,270
11.01,A,20214415,412,270
11.01,A,20214417,412,270
11.01,A,20214422,412,270
11.01,A,20214429,412,270
11.01,A,20214437,412,270
11.01,A,20214454,412,270
11.01,A,20214458,412,270
11.01,A,20214462,412,270
11.01,A,20214465,412,270
11.01,A,20214468,412,270
11.01,A,20214474,412,270
11.01,A,20214477,412,270
11.01,A,20214487,412,270
11.01,A,20214492,412,270
11.01,A,20214506,412,270
11.01,A,20214507,412,270
11.01,A,20214510,412,270
11.01,A,20214520,412,270
11.01,A,20214521,412,270
11.01,A,20214523,412,270
11.01,A,20214525,412,270
11.01,A,20214530,412,270
11.01,A,20214539,412,270
11.01,A,20214540,412,270
11.01,A,20214555,412,270
11.01,A,20214558,412,270
11.01,A,20214563,412,270
11.01,A,20214565,412,270
11.01,A,20214566,412,270
11.01,A,20214567,412,270
11.01,A,20214571,412,270
11.01,A,20214578,412,270
11.01,A,20214585,412,270
11.01,A,20214591,412,270
11.01,A,20214597,412,270
11.01,A,20214599,412,270
11.01,A,20214609,412,270
11.01,A,20214610,412,270
11.01,A,20214613,412,270
11.01,A,20214621,412,270
11.01,A,20214624,412,270
11.01,A,20214631,412,270
11.01,A,20214636,412,270
11.01,A,20214639,412,270
11.01,A,20214644,412,270
11.01,A,20214645,412,270
11.01,A,20214651,412,270
11.01,A,20214653,412,270
11.01,A,20214853,412,270
11.01,A,20214858,412,270
11.01,A,20215014,412,270
11.01,A,20215165,412,270
11.01,A,20215446,412,270
11.01,A,20215462,412,270
11.01,A,20217086,412,270
11.01,A,20217093,412,270
11.01,A,20218009,412,270
11.01,A,20218010,412,270
11.01,A,20218012,412,270
11.01,A,20218018,412,270
11.01,A,20218035,412,270
11.01,A,20218036,412,270
11.01,A,20218041,412,270
11.01,A,20218046,412,270
11.01,A,20218052,412,270
11.01,A,20218063,412,270
11.01,A,20218066,412,270
11.01,A,20218070,412,270
11.01,A,20218074,412,270
11.01,A,20218081,412,270
11.01,A,20218084,412,270
11.01,A,20218086,412,270
11.01,A,20218100,412,270
11.01,A,20218115,412,270
11.01,A,20218116,412,270
11.01,A,20218117,412,270
11.01,A,20218123,412,270
11.01,A,20218128,412,270
11.01,A,20218130,412,270
11.01,A,20218133,412,270
11.01,A,20218136,412,270
11.01,A,20218138,412,270
11.01,A,20218141,412,270
11.01,A,20218143,412,270
11.01,A,20218152,412,270
11.01,A,20218175,412,270
11.01,A,20218177,412,270
11.01,A,20218179,412,270
11.01,A,20218189,412,270
11.01,A,20218193,412,270
11.01,A,20218197,412,270
11.01,A,20218200,412,270
11.01,A,20218202,412,270
11.01,A,20218205,412,270
11.01,A,20218206,412,270
11.01,A,20218212,412,270
11.01,A,20218215,412,270
11.01,A,20218219,412,270
11.01,A,20218221,412,270
11.01,A,20218222,412,270
11.01,A,20218223,412,270
11.01,A,20218226,412,270
11.01,A,20218227,412,270
11.01,A,20218229,412,270
11.01,A,20218232,412,270
11.01,A,20218235,412,270
11.01,A,20218237,412,270
11.01,A,20218243,412,270
11.5,B,20185316,33,20
11.5,B,20203230,33,20
11.5,B,20203562,33,20
11.5,B,20203674,33,20
11.5,B,20203705,33,20
11.5,B,20204202,33,20
11.5,B,20204363,33,20
11.5,B,20204505,33,20
11.5,B,20204625,33,20
11.5,B,20205607,33,20
11.5,B,20208072,33,20
11.5,B,20213122,33,20
11.5,B,20213456,33,20
11.5,B,20213503,33,20
11.5,B,20213633,33,20
11.5,B,20214396,33,20
11.5,B,20214565,33,20
11.5,B,20214791,33,20
11.5,B,20215014,33,20
11.5,B,20217080,33,20
11.5,D,20195280,34,20
11.5,D,20195463,34,20
11.5,D,20203107,34,20
11.5,D,20203371,34,20
11.5,D,20203483,34,20
11.5,D,20204467,34,20
11.5,D,20204555,34,20
11.5,D,20205110,34,20
11.5,D,20205500,34,20
11.5,D,20208001,34,20
11.5,D,20208066,34,20
11.5,D,20213585,34,20
11.5,D,20213606,34,20
11.5,D,20214281,34,20
11.5,D,20214314,34,20
11.5,D,20214603,34,20
11.5,D,20215374,34,20
11.5,D,20218178,34,20
11.5,D,20218219,34,20
11.5,D,20218227,34,20
11.5,G,20178092,35,20
11.5,G,20203146,35,20
11.5,G,20203358,35,20
11.5,G,20203496,35,20
11.5,G,20203655,35,20
11.5,G,20204424,35,20
11.5,G,20204902,35,20
11.5,G,20208245,35,20
11.5,G,20213007,35,20
11.5,G,20213176,35,20
11.5,G,20213210,35,20
11.5,G,20213213,35,20
11.5,G,20213300,35,20
11.5,G,20214609,35,20
11.5,G,20215065,35,20
11.5,G,20217051,35,20
11.5,G,20218056,35,20
11.5,G,20218089,35,20
11.5,G,20218135,35,20
11.5,G,20219015,35,20
11.5,M,20195306,28,20
11.5,M,20203191,28,20
11.5,M,20203331,28,20
11.5,M,20203702,28,20
11.5,M,20204493,28,20
11.5,M,20204546,28,20
11.5,M,20205221,28,20
11.5,M,20205525,28,20
11.5,M,20208034,28,20
11.5,M,20208047,28,20
11.5,M,20208248,28,20
11.5,M,20208253,28,20
11.5,M,20213103,28,20
11.5,M,20213381,28,20
11.5,M,20213420,28,20
11.5,M,20213528,28,20
11.5,M,20214230,28,20
11.5,M,20214525,28,20
11.5,M,20218157,28,20
11.5,M,20218175,28,20
11.5,N,20203082,22,20
11.5,N,20203182,22,20
11.5,N,20203233,22,20
11.5,N,20203354,22,20
11.5,N,20203356,22,20
11.5,N,20204311,22,20
11.5,N,20204315,22,20
11.5,N,20204401,22,20
11.5,N,20204449,22,20
11.5,N,20204492,22,20
11.5,N,20204540,22,20
11.5,N,20204553,22,20
11.5,N,20204836,22,20
11.5,N,20204840,22,20
11.5,N,20213127,22,20
11.5,N,20213340,22,20
11.5,N,20214482,22,20
11.5,N,20215475,22,20
11.5,N,20215575,22,20
11.5,N,20218261,22,20
11.5,R,20203069,29,20
11.5,R,20203142,29,20
11.5,R,20203332,29,20
11.5,R,20203560,29,20
11.5,R,20203580,29,20
11.5,R,20204410,29,20
11.5,R,20204570,29,20
11.5,R,20204838,29,20
11.5,R,20205303,29,20
11.5,R,20208200,29,20
11.5,R,20213148,29,20
11.5,R,20213305,29,20
11.5,R,20213388,29,20
11.5,R,20213443,29,20
11.5,R,20213506,29,20
11.5,R,20213643,29,20
11.5,R,20213815,29,20
11.5,R,20215318,29,20
11.5,R,20217073,29,20
11.5,R,20217101,29,20
11.5,S,20203068,28,20
11.5,S,20203137,28,20
11.5,S,20203163,28,20
11.5,S,20203299,28,20
11.5,S,20203308,28,20
11.5,S,20203321,28,20
11.5,S,20203488,28,20
11.5,S,20204328,28,20
11.5,S,20204430,28,20
11.5,S,20204442,28,20
11.5,S,20204630,28,20
11.5,S,20213143,28,20
11.5,S,20213218,28,20
11.5,S,20213352,28,20
11.5,S,20213609,28,20
11.5,S,20213664,28,20
11.5,S,20214334,28,20
11.5,S,20214852,28,20
11.5,S,20215308,28,20
11.5,S,20217037,28,20
11.5,U,20188126,89,20
11.5,U,20198116,89,20
11.5,U,20198148,89,20
11.5,U,20203126,89,20
11.5,U,20203173,89,20
11.5,U,20203188,89,20
11.5,U,20203261,89,20
11.5,U,20203296,89,20
11.5,U,20203389,89,20
11.5,U,20203671,89,20
11.5,U,20205292,89,20
11.5,U,20208063,89,20
11.5,U,20208236,89,20
11.5,U,20213081,89,20
11.5,U,20213273,89,20
11.5,U,20213393,89,20
11.5,U,20214282,89,20
11.5,U,20214340,89,20
11.5,U,20217064,89,20
11.5,U,20217087,89,20
13.053,B,20140146,45,30
13.053,B,20150114,45,30
13.053,B,20150126,45,30
13.053,B,20150223,45,30
13.053,B,20150735,45,30
13.053,B,20170168,45,30
13.053,B,20170330,45,30
13.053,B,20170382,45,30
13.053,B,20170393,45,30
13.053,B,20170616,45,30
13.053,B,20170691,45,30
13.053,B,20170871,45,30
13.053,B,20180004,45,30
13.053,B,20180495,45,30
13.053,B,20180570,45,30
13.053,B,20180690,45,30
13.053,B,20180858,45,30
13.053,B,20190127,45,30
13.053,B,20190198,45,30
13.053,B,20190223,45,30
13.053,B,20190310,45,30
13.053,B,20190464,45,30
13.053,B,20190704,45,30
13.053,B,20190740,45,30
13.053,B,20190878,45,30
13.053,B,20190883,45,30
13.053,B,20200309,45,30
13.053,B,20210136,45,30
13.053,B,20210390,45,30
13.053,B,20210609,45,30
13.109,C,20150735,38,30
13.109,C,20160082,38,30
13.109,C,20160207,38,30
13.109,C,20170131,38,30
13.109,C,20170344,38,30
13.109,C,20180129,38,30
13.109,C,20180182,38,30
13.109,C,20180203,38,30
13.109,C,20180248,38,30
13.109,C,20180331,38,30
13.109,C,20180337,38,30
13.109,C,20180375,38,30
13.109,C,20180383,38,30
13.109,C,20180610,38,30
13.109,C,20190168,38,30
13.109,C,20190198,38,30
13.109,C,20190233,38,30
13.109,C,20190354,38,30
13.109,C,20190403,38,30
13.109,C,20190434,38,30
13.109,C,20190445,38,30
13.109,C,20190505,38,30
13.109,C,20190660,38,30
13.109,C,20200061,38,30
13.109,C,20200235,38,30
13.109,C,20200359,38,30
13.109,C,20200368,38,30
13.109,C,20200543,38,30
13.109,C,20200667,38,30
13.109,C,20210380,38,30
13.115, ,20160055,64,30
13.115, ,20170117,64,30
13.115, ,20170349,64,30
13.115, ,20170808,64,30
13.115, ,20170829,64,30
13.115, ,20180287,64,30
13.115, ,20180542,64,30
13.115, ,20180819,64,30
13.115, ,20190157,64,30
13.115, ,20190375,64,30
13.115, ,20190403,64,30
13.115, ,20190406,64,30
13.115, ,20190413,64,30
13.115, ,20190749,64,30
13.115, ,20190778,64,30
13.115, ,20190829,64,30
13.115, ,20190830,64,30
13.115, ,20190854,64,30
13.115, ,20200204,64,30
13.115, ,20200326,64,30
13.115, ,20200377,64,30
13.115, ,20200753,64,30
13.115, ,20200774,64,30
13.115, ,20200775,64,30
13.115, ,20200816,64,30
13.115, ,20200817,64,30
13.115, ,20200850,64,30
13.115, ,20210218,64,30
13.115, ,20210250,64,30
13.115, ,20210537,64,30
13.133, ,20140847,69,30
13.133, ,20160024,69,30
13.133, ,20170284,69,30
13.133, ,20170448,69,30
13.133, ,20170745,69,30
13.133, ,20170784,69,30
13.133, ,20180300,69,30
13.133, ,20180311,69,30
13.133, ,20180432,69,30
13.133, ,20180811,69,30
13.133, ,20190006,69,30
13.133, ,20190017,69,30
13.133, ,20190109,69,30
13.133, ,20190321,69,30
13.133, ,20190534,69,30
13.133, ,20190700,69,30
13.133, ,20200087,69,30
13.133, ,20200302,69,30
13.133, ,20200324,69,30
13.133, ,20200404,69,30
13.133, ,20200419,69,30
13.133, ,20200586,69,30
13.133, ,20200644,69,30
13.133, ,20200671,69,30
13.133, ,20200703,69,30
13.133, ,20200714,69,30
13.133, ,20200887,69,30
13.133, ,20210167,69,30
13.133, ,20210263,69,30
13.133, ,20210324,69,30
13.143, ,20140394,158,40
13.143, ,20150093,158,40
13.143, ,20150618,158,40
13.143, ,20160827,158,40
13.143, ,20170125,158,40
13.143, ,20170142,158,40
13.143, ,20170241,158,40
13.143, ,20170344,158,40
13.143, ,20170545,158,40
13.143, ,20170640,158,40
13.143, ,20180061,158,40
13.143, ,20180174,158,40
13.143, ,20180216,158,40
13.143, ,20180350,158,40
13.143, ,20180421,158,40
13.143, ,20180438,158,40
13.143, ,20180471,158,40
13.143, ,20180517,158,40
13.143, ,20180528,158,40
13.143, ,20180585,158,40
13.143, ,20180716,158,40
13.143, ,20180923,158,40
13.143, ,20190343,158,40
13.143, ,20190378,158,40
13.143, ,20190406,158,40
13.143, ,20190415,158,40
13.143, ,20190439,158,40
13.143, ,20190523,158,40
13.143, ,20190533,158,40
13.143, ,20190785,158,40
13.143, ,20200045,158,40
13.143, ,20200086,158,40
13.143, ,20200351,158,40
13.143, ,20200489,158,40
13.143, ,20200643,158,40
13.143, ,20200693,158,40
13.143, ,20200735,158,40
13.143, ,20200837,158,40
13.143, ,20200848,158,40
13.143, ,20210569,158,40
13.145, ,20150580,46,30
13.145, ,20160557,46,30
13.145, ,20170149,46,30
13.145, ,20170904,46,30
13.145, ,20180704,46,30
13.145, ,20180835,46,30
13.145, ,20180844,46,30
13.145, ,20180851,46,30
13.145, ,20190051,46,30
13.145, ,20190761,46,30
13.145, ,20190785,46,30
13.145, ,20200286,46,30
13.145, ,20200297,46,30
13.145, ,20200665,46,30
13.145, ,20200734,46,30
13.145, ,20200802,46,30
13.145, ,20200811,46,30
13.145, ,20200826,46,30
13.145, ,20200835,46,30
13.145, ,20200861,46,30
13.145, ,20200877,46,30
13.145, ,20200889,46,30
13.145, ,20210110,46,30
